,criterion,max_depth,max_features,min_impurity_decrease,n_estimators,random_state,rsme
2353,mse,1.0,auto,0.81,11,98,0.0972550399820243
2354,mse,,log2,0.52,40,24,0.0952899111041163
2355,mse,4.0,log2,0.81,70,41,0.09611175138278455
2356,mse,2.0,auto,0.29,92,90,0.09644059315684839
2357,mae,4.0,sqrt,0.55,43,75,0.0966400027216916
2358,mae,3.0,sqrt,0.9,77,89,0.09592184771033312
2359,mae,4.0,log2,0.74,79,76,0.09560677680487674
2360,mse,3.0,log2,0.31,61,94,0.09636255276819908
2361,mae,1.0,sqrt,0.55,65,80,0.09649630369733637
2362,mae,1.0,auto,0.99,11,84,0.0970312892730017
2363,mse,1.0,auto,0.18,23,30,0.0962721767096471
2364,mse,,sqrt,0.47,55,34,0.0958827574152718
2365,mae,,sqrt,0.9,50,69,0.09599132170761862
2366,mae,1.0,log2,0.29,63,95,0.09566270037787605
2367,mae,1.0,sqrt,0.48,83,32,0.09698180025895951
2368,mse,,auto,0.69,28,11,0.09749924246373222
2369,mae,1.0,sqrt,0.49,58,73,0.09616674263905237
2370,mse,,auto,0.39,63,10,0.09744764502311139
2371,mae,,auto,0.46,13,29,0.09660374251473691
2372,mse,4.0,sqrt,0.91,78,99,0.0962648441586913
2373,mse,2.0,auto,0.54,50,31,0.09380274991810372
2374,mae,3.0,sqrt,0.93,63,79,0.09623311947632698
2375,mae,3.0,log2,0.44,79,32,0.09627031527931403
2376,mse,4.0,auto,0.42,66,86,0.09576489573731643
2377,mae,2.0,sqrt,0.24,59,91,0.09634096888860093
2378,mse,3.0,log2,0.19,59,82,0.09583468876172155
2379,mae,4.0,sqrt,0.43,98,74,0.09624117130384147
2380,mae,,sqrt,0.17,13,71,0.09625677980736036
2381,mae,3.0,auto,0.68,66,41,0.09616197246928128
2382,mae,,log2,0.1,29,77,0.09653861535902217
2383,mse,1.0,auto,0.54,29,52,0.09517054330438064
2384,mae,2.0,auto,0.51,96,20,0.09698428615087383
2385,mae,2.0,auto,0.45,94,80,0.09656715905254336
2386,mae,2.0,log2,0.88,24,78,0.09627629056435183
2387,mse,2.0,sqrt,0.51,51,21,0.09626818984952085
2388,mae,2.0,sqrt,0.15,36,64,0.09707351841472873
2389,mae,4.0,auto,0.35,67,43,0.09612334970887025
2390,mae,2.0,log2,0.47,51,19,0.09642587659112606
2391,mse,3.0,auto,0.75,49,65,0.09589266486641036
2392,mae,2.0,sqrt,0.4,13,73,0.0956772689218349
2393,mse,3.0,log2,0.85,13,95,0.09623356079260836
2394,mse,2.0,auto,0.65,73,72,0.09591814353470822
2395,mse,2.0,sqrt,0.35,61,85,0.0941876273962666
2396,mae,3.0,log2,0.16,38,32,0.09511625434228242
2397,mae,2.0,auto,0.79,13,77,0.0967065944558974
2398,mae,1.0,log2,0.28,49,39,0.09615625675727527
2399,mse,4.0,log2,0.58,89,58,0.09624867716504978
2400,mae,2.0,sqrt,0.79,64,70,0.0971265077536805
2401,mae,2.0,log2,0.75,61,58,0.09620011924539659
2402,mse,2.0,auto,0.62,65,72,0.09603774217820654
2403,mae,,auto,0.69,82,71,0.09649295870515505
2404,mae,2.0,auto,0.45,83,41,0.09590543675403597
2405,mae,3.0,log2,0.49,29,60,0.09736391315325092
2406,mse,4.0,log2,0.85,59,21,0.09575287706883527
2407,mae,2.0,auto,0.75,92,81,0.09695486429951097
2408,mae,,sqrt,0.68,29,46,0.09643250000321212
2409,mse,,log2,0.84,65,93,0.09533961319522381
2410,mae,2.0,sqrt,0.72,54,86,0.09625768600442527
2411,mae,4.0,sqrt,0.85,50,49,0.09643966589869607
2412,mse,4.0,auto,0.2,79,13,0.09741296239780765
2413,mae,1.0,sqrt,0.69,10,34,0.09647833826507447
2414,mae,2.0,auto,0.86,60,64,0.09714399046108452
2415,mae,1.0,auto,0.89,30,90,0.09432146839086125
2416,mse,1.0,sqrt,0.18,11,23,0.09533310495004521
2417,mse,1.0,log2,0.11,80,63,0.0961307365314806
2418,mae,3.0,auto,0.84,42,77,0.09527545476997099
2419,mae,3.0,log2,0.91,47,70,0.0970433777332678
2420,mse,,sqrt,0.67,66,81,0.09580858639897614
2421,mse,2.0,log2,0.43,92,79,0.0971527113550992
2422,mae,3.0,sqrt,0.42,51,57,0.09577506327156976
2423,mae,3.0,log2,0.54,83,51,0.09735177786266991
2424,mse,3.0,sqrt,0.92,33,85,0.09543395474496347
2425,mae,,sqrt,0.63,62,77,0.09644815359434741
2426,mae,,auto,0.75,58,93,0.09682647527944416
2427,mae,2.0,auto,0.35,54,52,0.0950068239425507
2428,mae,4.0,auto,0.49,86,88,0.09722184614825059
2429,mae,1.0,auto,0.53,46,61,0.0984467026946517
2430,mse,4.0,sqrt,0.72,61,75,0.09593005788484371
2431,mse,,log2,0.15,88,48,0.09646479170716264
2432,mae,,sqrt,0.38,92,18,0.09685416474257345
2433,mae,,sqrt,0.34,45,75,0.09588436633120555
2434,mae,2.0,auto,0.25,86,52,0.09667182560669169
2435,mae,,sqrt,0.7,97,35,0.09666035709680484
2436,mse,,sqrt,0.65,89,66,0.09587533192632534
2437,mse,4.0,auto,0.22,28,99,0.09628589427024457
2438,mae,2.0,auto,0.51,51,67,0.09540362936185487
2439,mse,3.0,auto,0.92,20,51,0.09670525312032392
2440,mse,1.0,sqrt,0.28,60,15,0.09517413590718433
2441,mae,3.0,auto,0.84,87,22,0.09740520130077958
2442,mae,4.0,auto,0.34,91,43,0.09740136867652424
2443,mse,,sqrt,0.68,91,76,0.09596449137718113
2444,mae,3.0,log2,0.71,11,29,0.09693739485161776
2445,mse,3.0,sqrt,0.79,44,54,0.09713735287910745
2446,mse,4.0,sqrt,0.31,86,84,0.09670055260929393
2447,mse,3.0,auto,0.67,17,47,0.09481871602299767
2448,mse,3.0,auto,0.79,28,38,0.09617343030581393
2449,mae,1.0,sqrt,0.22,18,47,0.09646251484785988
2450,mae,2.0,sqrt,0.82,68,67,0.09577685384160309
2451,mae,3.0,log2,0.37,43,60,0.09698579065613828
2452,mse,1.0,auto,0.35,36,95,0.0957825853302951
2453,mae,1.0,log2,0.25,90,31,0.09601560448884836
2454,mse,3.0,log2,0.17,26,35,0.09601665728416459
2455,mae,2.0,auto,0.11,80,47,0.09730333403397133
2456,mse,1.0,auto,0.22,11,13,0.09594633614721296
2457,mae,4.0,sqrt,0.33,11,81,0.09689767754623331
2458,mse,4.0,log2,0.47,81,74,0.09519290700974438
2459,mse,2.0,log2,0.19,62,10,0.09650846760221102
2460,mae,1.0,log2,0.71,25,28,0.09637094208170156
2461,mse,,auto,0.43,10,64,0.09749222514958536
