,criterion,max_depth,max_features,min_impurity_decrease,n_estimators,random_state,rsme
478,mse,,log2,0.63,83,48,0.09441950731504282
479,mse,3.0,auto,0.21,32,36,0.0959193216908124
480,mse,3.0,auto,0.59,68,12,0.0949076648247886
481,mae,1.0,sqrt,0.69,11,15,0.0967649437283742
482,mae,4.0,sqrt,0.1,97,77,0.09621355861472487
483,mae,1.0,log2,0.45,26,55,0.09604101805764753
484,mae,1.0,log2,0.77,63,98,0.09637425299074297
485,mae,,log2,0.52,84,51,0.09543451476601539
486,mae,1.0,log2,0.86,33,87,0.09709436220164432
487,mae,2.0,log2,0.67,22,16,0.09577252097713404
488,mae,4.0,auto,0.29,97,39,0.09774313407337167
489,mae,4.0,log2,0.14,29,40,0.09680129940083272
490,mae,4.0,log2,0.27,92,49,0.0963360280319276
491,mse,1.0,auto,0.95,65,79,0.09478613047126613
492,mae,1.0,log2,0.21,97,43,0.09579061350990549
493,mse,,log2,0.39,40,20,0.09706812870841719
494,mae,1.0,auto,0.87,36,82,0.09650104692275646
495,mae,3.0,log2,0.93,17,63,0.09681539964219374
496,mae,,sqrt,0.79,87,46,0.0976765697749745
497,mae,4.0,auto,0.66,16,79,0.09683928570951146
498,mae,,sqrt,0.31,91,63,0.0964978224469288
499,mae,4.0,log2,0.85,42,19,0.09640375480531156
500,mse,4.0,log2,0.58,60,38,0.09484212384943148
501,mae,,log2,0.64,46,90,0.09601854170113894
502,mae,,auto,0.89,90,68,0.09671938268736403
503,mse,1.0,sqrt,0.31,47,78,0.09634766670979739
504,mae,3.0,auto,0.44,83,64,0.09598313337967475
505,mae,2.0,sqrt,0.89,32,17,0.09646815822341016
506,mae,2.0,auto,0.45,23,26,0.09626630566518077
507,mse,,auto,0.8,14,83,0.09615712547259382
508,mse,,auto,0.62,90,86,0.09556005649564257
509,mae,3.0,auto,0.49,12,39,0.09496075486166565
510,mse,,sqrt,0.32,27,45,0.09554949702243196
511,mae,1.0,log2,0.76,19,75,0.09566795742372501
512,mae,,auto,0.48,19,43,0.0943901022708465
513,mae,1.0,log2,0.59,32,31,0.09642381961026833
514,mae,2.0,sqrt,0.67,96,27,0.09691637391694441
515,mse,,log2,0.38,31,45,0.09547984365772988
516,mae,3.0,auto,0.24,28,13,0.09743657472729393
517,mse,1.0,sqrt,0.85,62,70,0.09698709953761207
518,mse,2.0,auto,0.52,66,44,0.09569792099023791
519,mae,3.0,log2,0.56,14,93,0.09634140874792843
520,mse,4.0,log2,0.53,11,61,0.09612483379527081
521,mse,2.0,sqrt,0.72,34,12,0.09786457524828329
522,mse,2.0,log2,0.42,58,53,0.09650633543073311
523,mse,2.0,log2,0.74,71,62,0.09664251853714444
524,mae,3.0,log2,0.14,47,82,0.09645853924829426
525,mse,,sqrt,0.13,79,96,0.0948422649401205
526,mse,4.0,sqrt,0.62,96,43,0.09532208293062659
527,mse,3.0,log2,0.26,30,71,0.09522971843241393
528,mse,4.0,auto,0.25,49,16,0.0962455860316264
529,mae,2.0,auto,0.75,48,23,0.09608728035145019
530,mse,3.0,log2,0.25,82,21,0.09570186342048144
531,mae,,sqrt,0.2,79,17,0.09693818987669289
532,mae,2.0,sqrt,0.73,30,34,0.09773865037244059
533,mae,2.0,log2,0.57,56,35,0.09693861540264974
534,mae,4.0,sqrt,0.28,44,50,0.09613153533194868
535,mse,2.0,auto,0.77,14,82,0.09670135702610191
536,mae,4.0,auto,0.77,95,16,0.09628870904650312
537,mae,2.0,auto,0.66,60,32,0.09613199924626119
538,mae,,sqrt,0.32,99,17,0.09555860743109984
539,mae,1.0,auto,0.31,80,41,0.09617178659947578
540,mse,4.0,sqrt,0.38,20,40,0.09575296419879628
541,mse,4.0,sqrt,0.98,58,22,0.09734048545140041
542,mse,2.0,auto,0.75,82,66,0.0945575926560105
543,mae,1.0,auto,0.91,50,88,0.09731599348017508
544,mse,2.0,log2,0.35,86,39,0.09513770986311353
545,mae,1.0,sqrt,0.22,40,26,0.09590505516112958
546,mae,2.0,log2,0.97,84,37,0.09523567373889112
547,mae,3.0,log2,0.33,19,23,0.09465214516580213
548,mse,1.0,sqrt,0.72,75,25,0.0954471098079415
549,mse,2.0,sqrt,0.24,50,99,0.09630961392759792
550,mae,2.0,sqrt,0.39,63,78,0.09587617405752523
551,mse,,log2,0.56,29,78,0.0961933193090894
552,mse,2.0,log2,0.5,10,17,0.09517973627685875
553,mse,2.0,sqrt,0.77,35,86,0.09509351576115464
554,mse,,sqrt,0.48,39,39,0.09577858471635371
555,mse,1.0,auto,0.25,66,84,0.09502143383468409
556,mae,,sqrt,0.53,49,55,0.09569381265551881
557,mae,4.0,sqrt,0.48,73,23,0.09612391268350193
558,mae,3.0,log2,0.79,56,82,0.09686400795299692
559,mae,,auto,0.39,18,93,0.09615878786383579
560,mse,1.0,log2,0.24,77,58,0.09411988472013295
561,mse,3.0,sqrt,0.48,35,19,0.09629752896899008
562,mae,2.0,log2,0.13,50,48,0.09546720565979594
563,mae,4.0,log2,0.81,49,59,0.096014066854092
564,mae,4.0,log2,0.41,55,31,0.09587660428751286
565,mae,3.0,log2,0.62,55,53,0.09590446795707963
566,mse,1.0,sqrt,0.62,19,14,0.09628471302730354
567,mse,3.0,auto,0.57,79,33,0.09770656501773654
568,mse,,log2,0.46,81,35,0.09660624814074913
569,mse,4.0,log2,0.82,85,37,0.09650848412422718
570,mae,1.0,sqrt,0.61,89,99,0.09763984225197236
571,mae,2.0,log2,0.55,96,44,0.09635381938530135
572,mse,1.0,log2,0.78,14,90,0.0959904164869958
573,mae,2.0,auto,0.95,26,25,0.09676399619629666
574,mse,3.0,auto,0.23,68,44,0.09506667516675256
575,mae,3.0,log2,0.4,21,57,0.09415334669102778
576,mse,4.0,auto,0.76,83,92,0.09522353908713661
577,mse,4.0,sqrt,0.43,83,49,0.09513817673878171
578,mae,4.0,auto,0.53,17,83,0.0967833170617179
579,mae,,auto,0.61,89,27,0.0969786025080493
580,mae,1.0,sqrt,0.15,41,79,0.09670800236109015
581,mae,1.0,log2,0.43,71,50,0.09670118238227764
582,mae,1.0,log2,0.9,69,87,0.09573286764450818
583,mse,,sqrt,0.71,39,47,0.09559786075792902
584,mae,,sqrt,0.5,70,62,0.09717582925842012
585,mae,3.0,log2,0.5,78,95,0.09438605648613112
586,mse,2.0,sqrt,0.69,33,13,0.09703570855559449
587,mae,1.0,sqrt,0.89,23,96,0.09674807508657768
588,mae,3.0,auto,0.93,72,69,0.0955724679476292
589,mse,,auto,0.37,69,99,0.09614145327530883
590,mae,2.0,auto,0.2,52,94,0.09625755747294576
591,mse,1.0,log2,0.39,73,30,0.09640825969055482
592,mae,1.0,sqrt,0.23,85,86,0.09632704592139753
593,mse,,sqrt,0.92,11,60,0.09550823464638969
594,mse,3.0,log2,0.33,27,62,0.09597957311743419
595,mse,2.0,log2,0.18,12,48,0.0954442317075295
596,mae,,sqrt,0.5,92,81,0.09420924869077006
597,mse,3.0,auto,0.21,69,33,0.09492267404291187
598,mse,4.0,auto,0.41,60,11,0.09595693509862925
599,mse,4.0,sqrt,0.46,43,19,0.09690994844282155
600,mse,,log2,0.68,17,23,0.09648755816098553
601,mse,,sqrt,0.64,38,24,0.09549847925179178
602,mae,2.0,log2,0.49,70,60,0.0958850822118911
603,mse,4.0,log2,0.39,81,39,0.09656266192603755
604,mse,,auto,0.22,74,93,0.095256009713422
605,mae,3.0,sqrt,0.76,10,67,0.0950974949121227
606,mae,3.0,sqrt,0.66,19,11,0.09639010523088834
607,mae,,auto,0.39,72,84,0.09650650278800808
608,mse,3.0,sqrt,0.54,53,49,0.09694177872341951
609,mse,4.0,sqrt,0.33,12,45,0.09577314652475674
610,mse,2.0,sqrt,0.18,95,42,0.09689288263383167
611,mae,3.0,log2,0.58,30,58,0.09706584917581665
612,mae,4.0,sqrt,0.8,32,27,0.09617824407514823
613,mae,3.0,auto,0.53,33,49,0.09694083882608324
614,mse,1.0,log2,0.65,32,64,0.0950923040834745
615,mse,2.0,auto,0.31,10,10,0.09619029955569916
616,mse,4.0,sqrt,0.23,29,80,0.09585891445138571
617,mae,2.0,sqrt,0.27,70,77,0.09533208288282351
618,mae,3.0,log2,0.55,17,53,0.09586310813832771
619,mse,1.0,log2,0.36,76,81,0.09567186525958242
620,mae,1.0,auto,0.77,52,98,0.09478837602686997
621,mse,2.0,auto,0.3,56,76,0.0964198869403861
622,mae,1.0,sqrt,0.43,46,12,0.09615597069919773
623,mae,1.0,auto,0.32,44,13,0.09595770874503666
624,mse,,auto,0.2,94,92,0.09519751068649399
625,mae,1.0,sqrt,0.25,20,94,0.09653275662769405
626,mae,2.0,sqrt,0.76,69,11,0.09697991132242857
627,mae,1.0,log2,0.38,99,39,0.0974405810694589
628,mse,2.0,sqrt,0.91,19,35,0.09624176408043858
629,mse,2.0,auto,0.48,75,85,0.09783237016346123
630,mse,4.0,sqrt,0.34,41,26,0.0959749624731411
631,mae,4.0,sqrt,0.35,30,44,0.0958953983918111
632,mse,4.0,log2,0.22,46,86,0.09725539834144276
633,mae,1.0,log2,0.85,20,19,0.09653362748781326
634,mse,4.0,log2,0.25,24,38,0.09662024414965638
635,mae,3.0,log2,0.42,47,83,0.09610936279082186
636,mae,,log2,0.33,78,50,0.09654128876600414
637,mse,,log2,0.39,30,91,0.09641346885210685
638,mae,2.0,auto,0.8,92,10,0.0971566611558717
639,mae,4.0,sqrt,0.43,15,70,0.09733249887417392
640,mse,4.0,log2,0.65,28,90,0.09705025520422
641,mse,4.0,sqrt,0.21,99,29,0.09493012761292455
642,mse,,auto,0.44,85,24,0.09597323703207661
643,mae,3.0,auto,0.97,70,89,0.09604612931351386
644,mae,3.0,log2,0.85,17,94,0.09529873555051607
645,mse,3.0,sqrt,0.16,85,29,0.09628182328060696
646,mae,4.0,log2,0.62,67,24,0.09657924083764391
647,mae,4.0,log2,0.94,85,72,0.09663945093271688
648,mae,3.0,sqrt,0.38,20,14,0.09624595414211895
649,mae,3.0,log2,0.44,49,29,0.09637409968243955
650,mae,1.0,auto,0.6,86,44,0.09647589754763318
651,mae,3.0,sqrt,0.87,33,41,0.09704049291720676
652,mae,4.0,sqrt,0.71,12,66,0.09717702593831974
653,mse,,log2,0.26,81,38,0.09611241459676902
654,mse,4.0,auto,0.12,40,12,0.09591008000823617
655,mse,,sqrt,0.95,11,70,0.09586765965692778
656,mse,,sqrt,0.56,87,25,0.09517044857276666
657,mse,4.0,sqrt,0.72,84,44,0.09676218283621603
658,mse,3.0,auto,0.8,69,32,0.09525757623477142
659,mse,,sqrt,0.37,31,95,0.09715881113103468
660,mae,1.0,log2,0.31,28,41,0.0962787537753634
661,mae,,log2,0.68,99,48,0.09707282772925033
662,mae,3.0,log2,0.77,16,36,0.09602776783071104
663,mse,4.0,log2,0.18,72,64,0.0964519589346234
664,mse,2.0,log2,0.89,21,75,0.09692536690160197
665,mae,,auto,0.79,15,34,0.09769175264571442
666,mae,1.0,log2,0.59,87,36,0.09570185809281916
667,mse,,log2,0.63,83,76,0.09726634900030393
668,mae,,log2,0.95,28,53,0.09515600777857079
669,mse,4.0,sqrt,0.2,94,82,0.09620783019694071
670,mae,4.0,auto,0.98,52,20,0.09543673582989382
671,mae,,log2,0.42,53,27,0.09863542915240212
672,mse,,auto,0.5,87,74,0.09652350384377668
673,mse,,auto,0.93,90,75,0.09588000096834785
674,mse,3.0,auto,0.4,58,20,0.09664017677686793
675,mse,2.0,log2,0.89,52,83,0.09626679521947351
676,mse,1.0,log2,0.31,17,69,0.09660538210218977
677,mse,4.0,auto,0.61,53,25,0.09574203541745589
678,mae,,log2,0.46,95,43,0.09639793102620639
679,mse,1.0,sqrt,0.14,34,54,0.09675000213474538
680,mae,2.0,log2,0.47,98,83,0.0961802548537615
681,mae,4.0,sqrt,0.83,15,59,0.09808295606685354
682,mae,3.0,sqrt,0.35,43,57,0.09685951840131939
683,mae,1.0,log2,0.47,58,62,0.0957650079972764
684,mse,4.0,sqrt,0.11,13,58,0.09642291088420539
685,mae,2.0,sqrt,0.4,10,92,0.0969935086204174
686,mae,1.0,log2,0.36,95,27,0.09602654829386569
687,mse,3.0,auto,0.68,45,37,0.09695796023790122
688,mse,,log2,0.33,40,84,0.09516952740711426
689,mae,2.0,sqrt,0.16,70,86,0.09823029583731056
690,mae,1.0,auto,0.32,96,38,0.09562979591331598
691,mae,,auto,0.27,43,12,0.09651899252581003
692,mae,2.0,auto,0.85,84,64,0.09572504341338517
693,mae,3.0,auto,0.46,40,22,0.09613293231125339
694,mae,3.0,auto,0.28,67,74,0.09692225652629231
695,mae,2.0,auto,0.41,55,43,0.09679494080399936
696,mae,4.0,auto,0.34,68,70,0.0969149275055632
697,mse,1.0,log2,0.82,13,75,0.09571952806689275
698,mse,,log2,0.81,81,27,0.0968221317621325
699,mse,,log2,0.7,91,43,0.0961617651206104
700,mae,,auto,0.71,90,73,0.09690168543916039
701,mae,3.0,auto,0.21,11,51,0.09607008617410714
702,mse,4.0,sqrt,0.48,54,41,0.09666113642045661
703,mae,1.0,sqrt,0.49,23,60,0.09548217279196991
704,mae,3.0,sqrt,0.72,56,17,0.0960917377073228
705,mse,1.0,auto,0.24,15,74,0.09607733445915807
706,mse,2.0,sqrt,0.34,80,95,0.09557790252847193
707,mse,,sqrt,0.47,51,89,0.09564319747460606
708,mse,,sqrt,0.47,89,88,0.09565725735389367
709,mae,4.0,log2,0.26,83,55,0.09629165953837833
710,mse,1.0,log2,0.67,49,37,0.0952816198115305
711,mae,4.0,log2,0.8,83,57,0.09618694511655193
712,mse,,log2,0.2,80,19,0.09547967044000934
713,mae,2.0,auto,0.71,92,48,0.09503350709209372
714,mae,1.0,sqrt,0.28,54,41,0.09814052363583735
715,mae,,auto,0.37,50,64,0.09769037964852598
716,mse,2.0,sqrt,0.24,78,63,0.09594406419916246
717,mse,1.0,log2,0.91,33,42,0.09636461685097167
718,mae,3.0,sqrt,0.9,22,85,0.09572939903297414
719,mae,4.0,sqrt,0.58,23,22,0.09540065289115439
720,mse,2.0,auto,0.81,37,20,0.09603192122649004
721,mse,2.0,sqrt,0.32,22,77,0.09666525858356034
722,mae,2.0,auto,0.15,68,86,0.09538645973919448
723,mae,1.0,auto,0.3,18,88,0.09591512357878415
724,mae,4.0,auto,0.25,57,46,0.09633673991758676
725,mae,2.0,auto,0.15,24,49,0.09616239918356212
726,mae,4.0,auto,0.97,19,93,0.09587586184140547
727,mse,3.0,sqrt,0.29,19,50,0.09656406662231798
728,mse,,auto,0.63,21,21,0.09639769375001447
729,mse,2.0,auto,0.15,87,88,0.09530915165550875
730,mae,,sqrt,0.84,92,46,0.09564565310321184
731,mae,,sqrt,0.77,50,35,0.097039208415069
732,mae,3.0,auto,0.35,26,69,0.09508599415148536
733,mae,4.0,auto,0.31,47,71,0.09625133594641343
734,mae,4.0,sqrt,0.27,51,75,0.09533868884110591
735,mse,,log2,0.46,34,87,0.09504955903006825
736,mse,,sqrt,0.12,34,41,0.09663728007693974
737,mse,,log2,0.59,51,55,0.09403870418186457
738,mse,4.0,auto,0.83,11,48,0.09595965925074557
739,mae,,sqrt,0.46,91,51,0.09674417743617038
740,mae,,log2,0.25,61,33,0.09639446779248509
741,mae,,sqrt,0.24,16,63,0.09683635804780644
742,mse,4.0,sqrt,0.69,92,53,0.09709501902791842
743,mse,3.0,log2,0.26,81,75,0.09450734323301821
744,mse,4.0,auto,0.27,93,75,0.09660682805779787
745,mae,4.0,sqrt,0.67,16,31,0.09740642146022556
746,mse,,log2,0.53,55,41,0.09631293350880961
747,mse,4.0,log2,0.73,65,35,0.09558573603633787
748,mse,3.0,auto,0.17,52,15,0.09581745662992826
749,mse,4.0,auto,0.38,76,50,0.09699837940617075
750,mae,3.0,log2,0.24,93,25,0.09639768970074661
751,mae,1.0,log2,0.55,89,81,0.09661778298872528
752,mse,3.0,auto,0.53,29,73,0.09604149285022481
753,mse,,sqrt,0.78,43,45,0.09559762844979022
754,mae,,sqrt,0.47,76,19,0.09564709755969114
755,mae,,log2,0.33,92,87,0.09654445220101192
756,mse,3.0,auto,0.8,14,41,0.09607422515877143
757,mae,,sqrt,0.56,55,47,0.09492123712631281
758,mae,,log2,0.56,42,59,0.09630716575550852
759,mse,2.0,sqrt,0.23,46,30,0.09688319664330626
760,mae,4.0,auto,0.89,38,17,0.0954926305656434
761,mae,3.0,auto,0.14,77,58,0.09617232516151607
762,mae,,sqrt,0.58,25,41,0.09734473103981771
763,mae,2.0,log2,0.36,94,17,0.09641556385286641
764,mse,3.0,auto,0.69,60,48,0.09615188028758928
765,mae,,sqrt,0.77,25,12,0.09619493254983413
766,mae,,log2,0.31,39,89,0.09562248128461741
767,mse,3.0,auto,0.21,15,15,0.09631892939227649
768,mae,,log2,0.64,95,25,0.095568401957304
769,mae,1.0,log2,0.27,35,16,0.09661866750884361
770,mse,4.0,auto,0.49,35,68,0.09570623319004834
771,mse,1.0,sqrt,0.86,54,25,0.0954097780862523
772,mae,2.0,log2,0.16,28,12,0.09682004745667716
773,mae,3.0,log2,0.84,46,20,0.09701686717989863
774,mse,3.0,log2,0.89,68,96,0.09680851791730392
775,mse,3.0,log2,0.69,23,69,0.0956637392251081
776,mse,1.0,log2,0.69,83,45,0.09662448193461155
777,mse,2.0,log2,0.38,31,93,0.0953372790078499
778,mse,1.0,auto,0.64,41,98,0.09679257993428975
779,mae,2.0,sqrt,0.33,17,31,0.09641105126301269
780,mse,1.0,log2,0.79,63,78,0.0960099767971406
781,mae,1.0,auto,0.99,42,10,0.09645609332208266
782,mse,,log2,0.97,58,99,0.0961357834928738
783,mse,2.0,sqrt,0.44,68,17,0.09645257970526058
784,mse,4.0,log2,0.99,29,82,0.09627918713003034
785,mse,4.0,auto,0.6,49,20,0.09543325667107647
786,mae,,sqrt,0.15,29,55,0.09642497024185451
787,mae,1.0,log2,0.22,82,38,0.09640861245625855
788,mae,4.0,sqrt,0.47,77,65,0.09481413012577689
789,mse,4.0,log2,0.66,68,97,0.09613441195834427
790,mae,,sqrt,0.73,33,17,0.09579396294241745
791,mse,1.0,auto,0.8,37,37,0.09555287554067848
792,mae,2.0,sqrt,0.8,26,34,0.09669666066720137
793,mse,,auto,0.72,79,19,0.0963961984108965
794,mae,1.0,sqrt,0.2,44,48,0.09622673312699587
795,mae,,log2,0.54,95,95,0.09749255630207959
796,mse,1.0,log2,0.25,55,44,0.09612040891724483
797,mae,1.0,auto,0.34,61,54,0.09702010214471299
798,mse,1.0,log2,0.32,88,51,0.09438958136547942
799,mse,1.0,sqrt,0.44,19,50,0.09653127232594498
800,mse,,auto,0.7,87,32,0.09626241900290712
801,mae,3.0,log2,0.87,64,85,0.0968561158266499
802,mse,,log2,0.94,62,99,0.09548035311083228
803,mae,3.0,log2,0.81,81,80,0.09706314813209413
804,mae,1.0,sqrt,0.31,88,52,0.09713802154399213
805,mse,3.0,log2,0.89,23,91,0.09649197610546084
806,mse,3.0,log2,0.2,86,35,0.09668355960059134
807,mae,3.0,auto,0.5,83,30,0.0962162386865783
808,mse,2.0,sqrt,0.46,37,13,0.09425859903420636
809,mse,1.0,log2,0.9,95,46,0.09659136965796551
810,mse,2.0,auto,0.39,99,64,0.09599823685070742
811,mae,4.0,sqrt,0.52,68,34,0.09647509192852188
812,mse,4.0,log2,0.97,48,93,0.09305203753686478
813,mae,,auto,0.17,61,87,0.09620636163363468
814,mae,,sqrt,0.28,93,91,0.09658646331281215
815,mse,1.0,sqrt,0.64,85,96,0.09564586826125493
816,mse,2.0,log2,0.13,98,21,0.0962651182466689
817,mae,1.0,sqrt,0.66,78,71,0.09651939971753601
818,mse,3.0,log2,0.59,27,91,0.09511916757883321
819,mse,3.0,auto,0.67,62,28,0.09524849817715667
820,mae,,sqrt,0.69,78,69,0.095210477867452
821,mse,,log2,0.14,12,61,0.09474830840586713
822,mae,,log2,0.93,65,20,0.09765914437923609
823,mse,4.0,log2,0.29,11,71,0.09726718522061707
824,mae,2.0,sqrt,0.55,79,71,0.09589508742956306
825,mse,,auto,0.55,81,78,0.09691717994839825
826,mae,2.0,auto,0.83,48,70,0.09680673336382281
827,mae,2.0,auto,0.66,66,91,0.09682036535253416
828,mse,4.0,log2,0.22,58,13,0.0952437081403329
829,mae,2.0,auto,0.91,86,11,0.09513491758505326
830,mse,4.0,auto,0.89,17,40,0.09669904665006769
831,mae,2.0,sqrt,0.96,80,80,0.09727157360642259
832,mse,3.0,auto,0.49,30,73,0.09652214655027243
833,mse,,sqrt,0.33,74,88,0.09643157855004547
834,mse,1.0,auto,0.56,32,50,0.09627401672228238
835,mse,1.0,sqrt,0.55,44,26,0.09740757980034188
836,mse,1.0,auto,0.92,44,54,0.09566945571983107
837,mae,,log2,0.19,13,47,0.09653448269137274
838,mae,2.0,auto,0.37,69,77,0.095670866941397
839,mae,1.0,sqrt,0.61,53,55,0.09442284451078324
840,mae,2.0,auto,0.68,64,63,0.09598426058978393
841,mse,1.0,auto,0.1,60,32,0.0954120220164888
842,mse,3.0,auto,0.72,75,88,0.09650590840537894
843,mae,4.0,log2,0.34,89,84,0.09605617238211717
844,mae,3.0,sqrt,0.22,17,79,0.09643574685868406
845,mae,4.0,sqrt,0.76,66,35,0.09539464449501596
846,mse,2.0,sqrt,0.83,16,73,0.09608535861763448
847,mae,,sqrt,0.98,33,83,0.09881282969026435
848,mae,3.0,log2,0.62,45,77,0.09647119287514569
849,mse,3.0,log2,0.68,80,79,0.09518627068275144
850,mae,3.0,sqrt,0.53,31,59,0.09715122154636012
851,mae,3.0,auto,0.79,26,18,0.0967135756848444
852,mae,3.0,auto,0.93,27,73,0.09722126438893619
853,mae,,auto,0.52,87,73,0.09634083085064508
854,mae,4.0,auto,0.66,57,86,0.09632823277983739
855,mse,,sqrt,0.99,30,21,0.0953158606006434
856,mae,2.0,log2,0.28,31,23,0.09668443387507752
857,mae,4.0,log2,0.86,34,53,0.09633034191252773
858,mae,1.0,sqrt,0.36,35,81,0.0946814100100835
859,mse,3.0,auto,0.49,58,75,0.09636029227772064
860,mae,2.0,auto,0.37,84,89,0.0959400044043616
861,mae,,sqrt,0.74,96,68,0.09587721260031501
862,mse,1.0,log2,0.71,55,79,0.09724872608190899
863,mse,3.0,auto,0.48,32,89,0.09600744556911324
864,mae,,log2,0.99,96,52,0.0962599117895819
865,mse,2.0,auto,0.73,60,87,0.09497160551584796
866,mse,,sqrt,0.17,42,33,0.09613691190640573
867,mae,3.0,auto,0.85,91,31,0.09602705922841379
868,mse,1.0,auto,0.17,91,92,0.09626456121299808
869,mae,,auto,0.6,66,22,0.09590754311519747
870,mae,4.0,auto,0.1,26,71,0.09673806198854165
871,mae,4.0,sqrt,0.61,18,17,0.09638753753004027
872,mse,,log2,0.64,92,86,0.09664999445840862
873,mae,4.0,auto,0.26,46,80,0.09751228516259836
874,mae,1.0,auto,0.41,55,84,0.09512346477606279
875,mae,,auto,0.83,71,30,0.09618813330150544
876,mae,2.0,auto,0.87,73,60,0.09532179332082624
877,mae,4.0,log2,0.61,72,52,0.0964494447602972
878,mse,4.0,sqrt,0.32,18,27,0.09636443934934552
879,mae,2.0,auto,0.36,83,18,0.09612232609317117
880,mse,3.0,log2,0.23,47,69,0.0963600226636608
881,mse,4.0,sqrt,0.74,22,31,0.09665229090673623
882,mse,4.0,auto,0.82,15,28,0.0962846319160781
883,mae,4.0,sqrt,0.55,45,95,0.09542077515035743
884,mse,3.0,sqrt,0.1,17,68,0.09672186003286812
885,mae,,sqrt,0.16,36,63,0.09554118500770357
886,mae,3.0,auto,0.11,86,90,0.09613334690449957
887,mse,3.0,sqrt,0.62,64,29,0.097118836704948
888,mae,3.0,sqrt,0.94,16,83,0.0974789899909703
889,mae,1.0,auto,0.3,37,33,0.09466413574678965
890,mae,,log2,0.13,88,23,0.09716148093550307
891,mae,,sqrt,0.55,15,33,0.09630211416877897
892,mse,4.0,log2,0.58,30,94,0.09648997783699692
893,mae,2.0,sqrt,0.36,68,63,0.09435602989839885
894,mse,4.0,auto,0.25,14,99,0.09652724207374161
895,mse,2.0,auto,0.17,80,16,0.09584667845534918
896,mse,,log2,0.4,87,75,0.09729154707221331
897,mse,3.0,auto,0.16,98,12,0.09632260898351334
898,mse,4.0,sqrt,0.21,92,48,0.09587578320373676
899,mse,,log2,0.44,86,12,0.09498791689917394
900,mae,3.0,auto,0.53,40,78,0.09726332649820962
901,mae,3.0,auto,0.34,36,59,0.096543359820697
902,mae,1.0,log2,0.5,67,32,0.0966136697971894
903,mae,3.0,sqrt,0.53,49,74,0.09716634287329697
904,mae,1.0,log2,0.4,55,65,0.09767723593547568
905,mae,,log2,0.36,30,90,0.0966751503621049
906,mse,1.0,auto,0.3,28,61,0.09769370055526545
907,mse,3.0,auto,0.24,56,70,0.09500644950791409
908,mse,1.0,sqrt,0.78,70,31,0.09531078446406432
909,mse,2.0,auto,0.43,82,94,0.09587252063444428
910,mse,,sqrt,0.55,63,91,0.09638066729105584
911,mse,4.0,auto,0.84,36,24,0.09712773621041253
912,mae,,auto,0.31,32,67,0.09655820373402224
913,mse,,sqrt,0.59,51,95,0.09560559566985916
914,mse,3.0,log2,0.97,38,41,0.09642868985674471
915,mae,1.0,sqrt,0.88,66,51,0.09644246529355716
916,mse,2.0,auto,0.49,82,15,0.09655171940025162
917,mse,2.0,sqrt,0.53,36,12,0.09641550179548578
918,mae,2.0,sqrt,0.65,38,15,0.0952199351569375
919,mse,2.0,log2,0.58,81,76,0.09640543578662666
920,mse,4.0,auto,0.79,17,55,0.09410838422003347
921,mse,2.0,log2,0.33,72,50,0.09668766830062839
922,mae,4.0,sqrt,0.22,15,50,0.09671957710222971
923,mse,2.0,auto,0.62,14,53,0.09638015426528956
924,mse,3.0,auto,0.84,83,29,0.09593556993881937
925,mae,,auto,0.84,27,84,0.09671667681671237
926,mae,2.0,auto,0.7,79,34,0.09530435945770989
927,mse,2.0,auto,0.37,69,16,0.09623488199086058
928,mae,3.0,log2,0.82,96,38,0.096050000532082
929,mae,,auto,0.1,54,11,0.09710652846810269
930,mse,2.0,sqrt,0.92,14,75,0.09672126116268732
931,mse,4.0,auto,0.38,68,81,0.09687868161550128
932,mse,2.0,sqrt,0.46,15,13,0.09768305245156338
933,mae,,log2,0.73,19,34,0.09686005449403483
934,mse,2.0,sqrt,0.18,15,69,0.09561090747885823
935,mae,3.0,log2,0.63,15,27,0.09702584603983001
936,mae,1.0,sqrt,0.74,13,84,0.09512814514958012
937,mse,,sqrt,0.76,48,23,0.09544240814046134
938,mae,4.0,sqrt,0.74,94,14,0.09671949526639267
939,mae,3.0,auto,0.62,37,49,0.09593577642271481
940,mae,4.0,sqrt,0.41,77,41,0.09723093710457613
941,mse,4.0,auto,0.66,61,92,0.09408770436954611
942,mae,2.0,auto,0.91,55,47,0.09724562745271262
943,mse,1.0,auto,0.22,64,93,0.09594662438805109
944,mae,3.0,auto,0.11,69,70,0.09539679950991718
945,mae,4.0,log2,0.34,72,58,0.09642033176719306
946,mse,,sqrt,0.79,52,96,0.09520434497738714
947,mae,1.0,sqrt,0.76,72,67,0.09689002852837497
948,mse,1.0,sqrt,0.33,43,40,0.0956927034691751
949,mse,,sqrt,0.68,35,60,0.09676912101453933
950,mse,2.0,auto,0.87,33,14,0.09576017880490277
951,mse,4.0,sqrt,0.6,57,55,0.09721064936338442
952,mae,4.0,sqrt,0.92,75,33,0.09677194475824853
953,mae,2.0,log2,0.26,34,48,0.0959398372603317
954,mse,4.0,log2,0.44,84,96,0.09617639083701301
955,mse,3.0,log2,0.79,75,78,0.09609542429480132
956,mse,1.0,log2,0.79,91,71,0.09531570898302191
957,mae,2.0,auto,0.76,93,38,0.097220113269293
958,mse,4.0,sqrt,0.55,10,91,0.09608349313443179
959,mse,,auto,0.94,46,69,0.09472007818080319
